Model Type,Test Type,Voltage,Turns,Added Mass,Drag Coefficient,Starting Distance of Tip From Coil 1,Coil 2 Distance Threshold,Coil 3 Distance Threshold,Coil 1 Duration,Coil 2 Duration,Coil 3 Duration,Coil 1-2 Delay,Coil 2-3 Delay,Max Velocity,Exit Velocity
actual,Submerged,75,actual,60,actual,0,2,1,132.0,198.0,114.0,28.0,166.0,17.266852808411876,14.423411855268785
actual,Submerged,75,actual,80,actual,0,2,1,138.0,200.0,116.0,28.0,160.0,16.949933851173892,14.340508634948984
actual,Submerged,75,actual,100,actual,0,2,1,142.0,204.0,118.0,28.0,160.0,16.639339408244172,14.196315472938563
actual,Submerged,75,actual,200,actual,0,2,1,168.0,222.0,124.0,30.0,156.0,15.35285174692371,13.692668083712872
actual,Submerged,75,actual,400,actual,0,2,1,216.0,270.0,144.0,40.0,174.0,13.059322438715448,11.98130400912044
actual,Submerged,75,actual,800,actual,0,2,1,322.0,434.0,0,62.0,-818.0,6.51771019325497,0.17008124297477561
actual,Submerged,75,actual,1000,actual,0,2,1,382.0,-462.0,1000,80.0,-1000,5.2664307792429605,0.1419686408301846
actual,Submerged,100,actual,0,actual,0,2,1,82.0,126.0,74.0,16.0,110.0,27.401401154866214,22.090054175012096
actual,Submerged,100,actual,20,actual,0,2,1,84.0,126.0,74.0,18.0,104.0,26.872465798036412,22.35350184051555
actual,Submerged,100,actual,40,actual,0,2,1,88.0,126.0,76.0,18.0,98.0,26.429544133920597,22.174001642917943
actual,Submerged,100,actual,60,actual,0,2,1,92.0,128.0,76.0,16.0,98.0,26.04111602271372,22.224180649057946
actual,Submerged,100,actual,80,actual,0,2,1,94.0,128.0,76.0,18.0,94.0,25.64307047504412,22.426303231060967
actual,Submerged,100,actual,100,actual,0,2,1,98.0,128.0,76.0,18.0,92.0,25.35593694174172,22.475561652533457
actual,Submerged,100,actual,200,actual,0,2,1,114.0,138.0,80.0,18.0,88.0,23.897397750457092,21.69403323929685
actual,Submerged,100,actual,400,actual,0,2,1,142.0,158.0,86.0,24.0,90.0,21.57315147252532,20.344994774292804
actual,Submerged,100,actual,800,actual,0,2,1,198.0,212.0,108.0,32.0,112.0,17.403760065282334,16.70038029690012
actual,Submerged,100,actual,1000,actual,0,2,1,226.0,242.0,120.0,38.0,130.0,15.584668799398324,15.003045569594306
actual,Submerged,115,actual,0,actual,0,2,1,68.0,104.0,62.0,14.0,88.0,32.76044032153666,26.780463032511282
actual,Submerged,115,actual,20,actual,0,2,1,72.0,104.0,62.0,14.0,82.0,32.19612280863755,27.07564380378679
actual,Submerged,115,actual,40,actual,0,2,1,74.0,104.0,64.0,14.0,80.0,31.644302761214927,26.60387440129338
actual,Submerged,115,actual,60,actual,0,2,1,76.0,104.0,64.0,16.0,76.0,31.241561747808102,26.844694143145762
actual,Submerged,115,actual,80,actual,0,2,1,80.0,106.0,64.0,14.0,74.0,30.81969516173842,26.96873276481919
actual,Submerged,115,actual,100,actual,0,2,1,82.0,108.0,64.0,14.0,72.0,30.49523141836435,27.065633214750147
actual,Submerged,115,actual,200,actual,0,2,1,94.0,112.0,66.0,16.0,70.0,28.877201749058905,26.45962625281938
actual,Submerged,115,actual,400,actual,0,2,1,118.0,128.0,70.0,18.0,70.0,26.398889971368888,25.12334198721629
actual,Submerged,115,actual,800,actual,0,2,1,162.0,164.0,84.0,24.0,84.0,22.112492697086903,21.359682904394038
actual,Submerged,115,actual,1000,actual,0,2,1,182.0,184.0,90.0,30.0,92.0,20.285786979918146,19.74072922137117
actual,Submerged,125,actual,0,actual,0,2,1,62.0,94.0,56.0,12.0,78.0,36.36131889626574,29.634410719466125
actual,Submerged,125,actual,20,actual,0,2,1,64.0,92.0,56.0,14.0,74.0,35.64666375073453,29.97310766477117
actual,Submerged,125,actual,40,actual,0,2,1,66.0,94.0,56.0,14.0,70.0,35.19581471468614,30.25045313664648
actual,Submerged,125,actual,60,actual,0,2,1,70.0,94.0,58.0,12.0,68.0,34.675326919508755,29.671846393362973
actual,Submerged,125,actual,80,actual,0,2,1,72.0,96.0,58.0,12.0,66.0,34.265667130094016,29.74284493453463
actual,Submerged,125,actual,100,actual,0,2,1,74.0,94.0,58.0,14.0,66.0,33.84760868668123,29.674090452550534
actual,Submerged,125,actual,200,actual,0,2,1,86.0,100.0,60.0,14.0,60.0,32.26313586423076,29.376860290673548
actual,Submerged,125,actual,400,actual,0,2,1,106.0,112.0,64.0,16.0,62.0,29.627276761941392,27.953659325079585
actual,Submerged,125,actual,800,actual,0,2,1,144.0,142.0,72.0,22.0,72.0,25.211084237339506,24.49791847529203
actual,Submerged,125,actual,1000,actual,0,2,1,162.0,160.0,80.0,24.0,78.0,23.223444225842258,22.609614444197025
actual,Submerged,135,actual,0,actual,0,2,1,56.0,84.0,50.0,12.0,70.0,39.99090481634548,33.38255007809079
actual,Submerged,135,actual,20,actual,0,2,1,58.0,84.0,52.0,12.0,66.0,39.20496249383238,32.6720767500889
actual,Submerged,135,actual,40,actual,0,2,1,60.0,86.0,52.0,12.0,64.0,38.633972354909986,32.60090262324012
actual,Submerged,135,actual,60,actual,0,2,1,62.0,86.0,52.0,12.0,62.0,38.08379757287755,32.87664516416326
actual,Submerged,135,actual,80,actual,0,2,1,66.0,84.0,52.0,12.0,60.0,37.659599299673864,33.166857309475816
actual,Submerged,135,actual,100,actual,0,2,1,68.0,86.0,52.0,12.0,58.0,37.21774513320953,33.11297601087135
actual,Submerged,135,actual,200,actual,0,2,1,78.0,90.0,54.0,12.0,56.0,35.43531242861226,32.32825009001719
actual,Submerged,135,actual,400,actual,0,2,1,96.0,102.0,58.0,14.0,54.0,32.731170762359625,30.919671261443042
actual,Submerged,135,actual,800,actual,0,2,1,130.0,124.0,64.0,20.0,64.0,28.239234419440344,27.479159019412297
actual,Submerged,135,actual,1000,actual,0,2,1,146.0,138.0,70.0,22.0,70.0,26.168745822443377,25.50116876659367
actual,Submerged,145,actual,0,actual,0,2,1,52.0,78.0,48.0,10.0,62.0,43.60147210582194,34.979032522317716
actual,Submerged,145,actual,20,actual,0,2,1,54.0,78.0,46.0,10.0,60.0,42.694211658780134,36.6705818115734
actual,Submerged,145,actual,40,actual,0,2,1,56.0,78.0,48.0,10.0,58.0,42.10379691487587,35.55562663298025
actual,Submerged,145,actual,60,actual,0,2,1,58.0,78.0,48.0,10.0,56.0,41.51359701120197,35.857452904534405
actual,Submerged,145,actual,80,actual,0,2,1,60.0,78.0,48.0,10.0,54.0,41.05905860902186,36.28642319598021
actual,Submerged,145,actual,100,actual,0,2,1,62.0,80.0,48.0,10.0,52.0,40.56319146150757,36.177945177938625
actual,Submerged,145,actual,200,actual,0,2,1,70.0,82.0,50.0,12.0,50.0,38.74918302715481,35.431145555578794
actual,Submerged,145,actual,400,actual,0,2,1,88.0,90.0,52.0,14.0,50.0,35.990536327626955,34.073373346920796
actual,Submerged,145,actual,800,actual,0,2,1,118.0,112.0,58.0,18.0,56.0,31.234030024837395,30.456553095272675
actual,Submerged,145,actual,1000,actual,0,2,1,132.0,124.0,64.0,20.0,60.0,29.107159004041645,28.377271574314094
actual,Submerged,155,actual,0,actual,0,2,1,48.0,70.0,44.0,10.0,58.0,47.18442147958818,38.13498576389129
actual,Submerged,155,actual,20,actual,0,2,1,50.0,70.0,44.0,10.0,56.0,46.220258877910446,38.43792169417641
actual,Submerged,155,actual,40,actual,0,2,1,52.0,70.0,44.0,10.0,54.0,45.61768510548139,38.646869888745464
actual,Submerged,155,actual,60,actual,0,2,1,54.0,70.0,44.0,10.0,52.0,44.974804530735454,39.08709097881323
actual,Submerged,155,actual,80,actual,0,2,1,56.0,72.0,44.0,10.0,48.0,44.48547807159003,39.40855556075577
actual,Submerged,155,actual,100,actual,0,2,1,56.0,72.0,44.0,12.0,48.0,43.95481391879543,39.11151720781584
actual,Submerged,155,actual,200,actual,0,2,1,66.0,76.0,46.0,10.0,44.0,42.03441405208131,38.59764196361954
actual,Submerged,155,actual,400,actual,0,2,1,80.0,82.0,46.0,14.0,46.0,39.082961987123404,37.48789837629494
actual,Submerged,155,actual,800,actual,0,2,1,108.0,102.0,52.0,16.0,52.0,34.09900619106651,33.31798352570154
actual,Submerged,155,actual,1000,actual,0,2,1,120.0,114.0,56.0,18.0,54.0,31.910162289884916,31.285300982033572
actual,Submerged,165,actual,0,actual,0,2,1,44.0,66.0,40.0,10.0,54.0,50.78434135784301,41.493534285004344
actual,Submerged,165,actual,20,actual,0,2,1,46.0,66.0,40.0,10.0,50.0,49.7710668713491,42.46285231400603
actual,Submerged,165,actual,40,actual,0,2,1,48.0,64.0,40.0,10.0,50.0,48.995791886200614,42.555824694035174
actual,Submerged,165,actual,60,actual,0,2,1,50.0,66.0,40.0,8.0,48.0,48.38454728209148,43.14590915027701
actual,Submerged,165,actual,80,actual,0,2,1,52.0,68.0,42.0,8.0,44.0,47.83849810330328,41.71437814348259
actual,Submerged,165,actual,100,actual,0,2,1,52.0,68.0,42.0,10.0,44.0,47.26323595479048,41.473946698721115
actual,Submerged,165,actual,200,actual,0,2,1,60.0,70.0,42.0,10.0,42.0,45.22919600179697,41.78214737342738
actual,Submerged,165,actual,400,actual,0,2,1,74.0,78.0,44.0,12.0,40.0,42.232867504934276,40.26632679308216
actual,Submerged,165,actual,800,actual,0,2,1,100.0,94.0,50.0,14.0,46.0,37.078599172462845,36.00933678022809
actual,Submerged,165,actual,1000,actual,0,2,1,112.0,102.0,52.0,16.0,50.0,34.822889591884376,34.06070263080762
actual,Submerged,200,actual,0,actual,0,2,1,36.0,54.0,32.0,6.0,42.0,63.37851450620915,52.63954996154674
actual,Submerged,200,actual,20,actual,0,2,1,36.0,52.0,32.0,8.0,42.0,61.850168953676544,52.4717865407877
actual,Submerged,200,actual,40,actual,0,2,1,38.0,52.0,32.0,8.0,38.0,61.19890891343444,53.87207273158921
actual,Submerged,200,actual,60,actual,0,2,1,40.0,54.0,34.0,6.0,36.0,60.4239046476364,51.53970379036241
actual,Submerged,200,actual,80,actual,0,2,1,40.0,54.0,32.0,8.0,36.0,59.734358976488075,53.44092045515629
actual,Submerged,200,actual,100,actual,0,2,1,42.0,52.0,32.0,8.0,36.0,59.35918834177002,53.74538700151871
actual,Submerged,200,actual,200,actual,0,2,1,48.0,56.0,34.0,8.0,32.0,56.67349448960917,51.96764473044853
actual,Submerged,200,actual,400,actual,0,2,1,60.0,60.0,36.0,8.0,32.0,53.156351459714266,50.13322458587686
actual,Submerged,200,actual,800,actual,0,2,1,78.0,72.0,38.0,12.0,36.0,47.174426353138045,45.95375461826268
actual,Submerged,200,actual,1000,actual,0,2,1,86.0,78.0,40.0,14.0,38.0,44.65433203558392,43.791883752763084
actual,Submerged,300,actual,0,actual,0,2,1,22.0,34.0,20.0,4.0,28.0,99.79598902917866,83.68193562268334
actual,Submerged,300,actual,20,actual,0,2,1,22.0,34.0,20.0,6.0,26.0,98.64162003206027,83.30126562717209
actual,Submerged,300,actual,40,actual,0,2,1,24.0,34.0,22.0,4.0,24.0,97.84843308854603,78.93689665776141
actual,Submerged,300,actual,60,actual,0,2,1,24.0,32.0,22.0,6.0,24.0,96.81040502302521,79.45006511168665
actual,Submerged,300,actual,80,actual,0,2,1,26.0,34.0,22.0,4.0,22.0,95.88129397980808,80.63754013653558
actual,Submerged,300,actual,100,actual,0,2,1,26.0,34.0,20.0,4.0,24.0,94.53541093805961,83.5346796602214
actual,Submerged,300,actual,200,actual,0,2,1,30.0,36.0,22.0,4.0,20.0,90.29947132000235,80.77610268655722
actual,Submerged,300,actual,400,actual,0,2,1,36.0,38.0,22.0,6.0,20.0,83.18536692597706,79.07558306011919
actual,Submerged,300,actual,800,actual,0,2,1,48.0,44.0,24.0,6.0,22.0,75.73240410833861,73.87639094798726
actual,Submerged,300,actual,1000,actual,0,2,1,54.0,48.0,24.0,6.0,22.0,72.23266988255354,71.44217702140159
actual,Submerged,500,actual,0,actual,0,2,1,12.0,22.0,12.0,4.0,20.0,159.1385002426959,126.9946537619964
actual,Submerged,500,actual,20,actual,0,2,1,14.0,22.0,14.0,2.0,18.0,156.35620302731311,113.75736164761956
actual,Submerged,500,actual,40,actual,0,2,1,14.0,20.0,14.0,4.0,18.0,156.16784063544725,113.56004747752606
actual,Submerged,500,actual,60,actual,0,2,1,14.0,20.0,14.0,4.0,18.0,154.09513431896647,113.95067764766893
actual,Submerged,500,actual,80,actual,0,2,1,14.0,22.0,14.0,4.0,16.0,151.46295114496286,114.54879805041544
actual,Submerged,500,actual,100,actual,0,2,1,16.0,22.0,14.0,2.0,14.0,150.6331344161389,123.30496266589374
actual,Submerged,500,actual,200,actual,0,2,1,18.0,22.0,14.0,2.0,14.0,143.42866740918507,122.75557514086253
actual,Submerged,500,actual,400,actual,0,2,1,22.0,22.0,14.0,4.0,14.0,132.18143530801473,120.19969459447158
actual,Submerged,500,actual,800,actual,0,2,1,28.0,28.0,16.0,4.0,12.0,119.65863001275393,115.29486714565792
actual,Submerged,500,actual,1000,actual,0,2,1,32.0,28.0,16.0,4.0,14.0,114.20673014296744,111.48018978819846
actual,Submerged,165,actual,0,5.95,0,2,1,46.0,64.0,39.0,9.0,50.0,51.10266713723531,43.33327506539605
actual,Submerged,165,actual,0,5.95,0,2,1,46.0,64.0,39.0,9.0,50.0,51.10266713723531,43.33327506539605
actual,Submerged,165,actual,0,5.95,0,2,1,46.0,64.0,39.0,9.0,50.0,51.10266713723531,43.33327506539605
actual,Dry,500,actual,0,5.5,0,2,1,12.0,10.0,4.0,1.0,4.0,401.77855111122165,401.64527831082216
actual,Dry,500,actual,20,5.5,0,2,1,12.0,10.0,5.0,2.0,4.0,387.76748328870934,387.65396812179415
actual,Dry,500,actual,40,5.5,0,2,1,13.0,10.0,5.0,2.0,4.0,374.9080056726501,374.800009794649
actual,Dry,500,actual,60,5.5,0,2,1,14.0,11.0,5.0,1.0,5.0,352.0365820585283,351.94130375558206
actual,Dry,500,actual,80,5.5,0,2,1,14.0,11.0,5.0,2.0,5.0,342.4356402028164,342.3408466942312
actual,Dry,500,actual,100,5.5,0,2,1,15.0,11.0,5.0,2.0,5.0,332.0593365838355,331.9644621878215
actual,Dry,500,actual,200,5.5,0,2,1,17.0,14.0,6.0,2.0,6.0,283.23017515374676,283.14291765149585
actual,Dry,500,actual,400,5.5,0,2,1,22.0,17.0,7.0,2.0,7.0,232.4508986417819,232.35728849151485
actual,Dry,500,actual,800,5.5,0,2,1,29.0,22.0,10.0,3.0,9.0,178.84408157404786,178.73235611672027
actual,Dry,500,actual,1000,5.5,0,2,1,32.0,24.0,10.0,4.0,10.0,161.582301099559,161.4599285967331
actual,Dry,500,actual,0,0,0,2,1,12.0,10.0,4.0,1.0,4.0,402.4566244586489,402.40641577011854
actual,Dry,500,actual,20,0,0,2,1,12.0,10.0,5.0,2.0,4.0,387.70136602713217,387.6511573386018
actual,Dry,500,actual,40,0,0,2,1,13.0,10.0,5.0,2.0,4.0,375.23167770549253,375.17760681015216
actual,Dry,500,actual,60,0,0,2,1,14.0,11.0,5.0,1.0,5.0,352.7529582299921,352.6988873346517
actual,Dry,500,actual,80,0,0,2,1,14.0,11.0,5.0,2.0,5.0,342.8363715249652,342.7784384228148
actual,Dry,500,actual,100,0,0,2,1,15.0,11.0,5.0,2.0,5.0,332.53525860063326,332.47346329167283
actual,Dry,500,actual,200,0,0,2,1,17.0,14.0,6.0,2.0,6.0,283.46598546459234,283.39646574201186
actual,Dry,500,actual,400,0,0,2,1,22.0,17.0,7.0,2.0,7.0,232.68396779097674,232.59899924115678
actual,Dry,500,actual,800,0,0,2,1,29.0,22.0,10.0,3.0,9.0,179.01349132292006,178.9053495322401
actual,Dry,500,actual,1000,0,0,2,1,32.0,24.0,10.0,4.0,10.0,161.7041422468149,161.58441383570496
actual,Dry,500,actual,10000,0,0,2,1,106.0,82.0,36.0,14.0,34.0,49.37257940572762,48.98635872472779
actual,Dry,500,actual,0,0,0,2,1,12.0,10.0,4.0,1.0,4.0,402.31858154435815,402.31858154435815
actual,Dry,500,actual,20,0,0,2,1,12.0,10.0,5.0,2.0,4.0,387.63301174290893,387.63301174290893
actual,Dry,500,actual,40,0,0,2,1,13.0,10.0,5.0,2.0,4.0,375.888903290373,375.888903290373
actual,Dry,500,actual,60,0,0,2,1,14.0,11.0,5.0,1.0,5.0,352.5831567715363,352.5831567715363
actual,Dry,500,actual,80,0,0,2,1,14.0,11.0,5.0,2.0,5.0,342.6333108243728,342.6333108243728
actual,Dry,500,actual,100,0,0,2,1,15.0,11.0,5.0,2.0,5.0,332.3538578972051,332.3538578972051
actual,Dry,500,actual,200,0,0,2,1,17.0,14.0,6.0,2.0,6.0,283.44087021482557,283.44087021482557
actual,Dry,500,actual,400,0,0,2,1,22.0,17.0,7.0,2.0,7.0,232.90631536896362,232.90631536896362
actual,Dry,500,actual,800,0,0,2,1,29.0,22.0,10.0,3.0,9.0,179.03751331590382,179.03751331590382
actual,Dry,500,actual,1000,0,0,2,1,32.0,23.0,11.0,4.0,10.0,163.95881164611205,163.95881164611205
actual,Dry,165,actual,0,6.25,0,1.75,2,36.0,24.0,20.0,8.0,4.0,147.65322759481728,147.49259353367435
actual,Dry,165,actual,0,6.25,0,1.75,2,36.0,24.0,20.0,8.0,4.0,147.65322759481728,147.49259353367435
actual,Dry,165,actual,0,6.25,0,1.75,2,36.0,24.0,20.0,8.0,4.0,147.65322759481728,147.49259353367435
actual,Dry,165,actual,0,6.25,0,1.75,2,36.0,24.0,20.0,8.0,4.0,147.65322759481728,147.49259353367435
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,30.0,25.0,20.0,10.0,0.0,146.00906993076802,145.8208560914963
actual,Dry,165,actual,0,6.25,0,1.75,2,38.0,24.0,20.0,8.0,3.0,147.72123286013246,147.560572715826
actual,Dry,500,actual,0,6.25,0,1.75,2,12.5,8.5,7.0,2.5,1.0,426.7052463881638,426.572415620104
actual,Submerged,500,actual,0,actual,0,2,1,14.0,21.0,14.0,4.0,17.0,157.8803546507636,116.37735218625565
