Model Type,Test Type,Voltage,Turns,Added Mass,Drag Coefficient,Starting Distance of Tip From Coil 1,Coil 2 Distance Threshold,Coil 3 Distance Threshold,Coil 1 Duration,Coil 2 Duration,Coil 3 Duration,Coil 1-2 Delay,Coil 2-3 Delay,Max Velocity,Exit Velocity
actual,Submerged,165,actual,20,2.92762,0,1.75,2,45,41,43,12,6,68.48896291,17.30820865
actual,Submerged,165,actual,40,2.92762,0,1.75,2,47,42,43.5,12,6,67.16330039,19.17823647
actual,Submerged,165,actual,60,2.92762,0,1.75,2,48.5,43,43.5,12.5,6,66.32623272,20.80209887
actual,Submerged,165,actual,80,2.92762,0,1.75,2,50.5,44,44,12.5,6,65.5723583,22.32704799
actual,Submerged,165,actual,100,2.92762,0,1.75,2,52,44.5,45,13,6,64.86637536,23.69155422
actual,Submerged,161,actual,0,5.95,0,1.75,2,48.0,59.0,69.5,17.0,9.0,49.835450236237044,0.9430723019388956
actual,Dry,155,actual,0,2.92762,0,1.75,2,41.5,26.5,21.5,8.5,3,138.2152134,137.8237678
actual,Dry,155,actual,0,0.5,0,1.75,2,41.5,26.5,21.5,8.5,3,138.3608617,138.1810901
actual,Dry,165,actual,0,2.92762,0,1.75,2,38.5,24.5,20.5,8,3,148.2158488,147.8041477
actual,Submerged,165,actual,0,2.95,0,1.75,2,43,41,43.5,11.5,5.5,69.65963933,62.62918461
actual,Submerged,165,actual,20,2.95,0,1.75,2,45,41.5,43.5,12,5.5,68.34119523,62.69528288
actual,Submerged,165,actual,40,2.95,0,1.75,2,47,42.5,44,12,5.5,66.91161762,62.26933109
actual,Submerged,165,actual,60,2.95,0,1.75,2,48.5,43,44,12.5,6,66.08771392,62.21724864
actual,Submerged,165,actual,80,2.95,0,1.75,2,50.5,44,44.5,12.5,6,65.35100713,61.70568352
actual,Submerged,165,actual,100,2.95,0,1.75,2,52,45,44.5,13,6,64.74004717,61.57115031
actual,Submerged,165,actual,0,2.5,0,0.5,1,42,20,26,39,26,71.54165284,67.3663495
actual,Submerged,165,actual,0,3,0,0.5,1,42,21,28,44,29,66.84400503,62.35094463
actual,Submerged,165,actual,0,3.5,0,0.5,1,43,23,31,48,31,63.06478082,57.10849961
actual,Submerged,165,actual,0,4,0,0.5,1,43,24,32,53,35,59.85387355,53.9978798
actual,Submerged,165,actual,0,4.5,0,0.5,1,44,26,34,58,37,57.27927497,50.96601795
actual,Submerged,165,actual,0,5,0,0.5,1,45,27,36,64,40,54.99264357,47.95352785
actual,Submerged,165,actual,0,5.5,0,0.5,1,45,28,38,71,44,52.92349875,44.73181141
actual,Submerged,165,actual,0,6,0,0.5,1,46,29,40,78,47,51.17074562,42.29198834
actual,Submerged,165,actual,0,5.95,0,0.5,1,46,28,39,77,48,51.30817527,43.33611358
actual,Submerged,165,actual,0,5.95,0,0.5,1,92,38,47,79,45,38.86844501,37.76699034
actual,Submerged,161,actual,0,5.95,0,0.5,1,47,29,40,80,49,49.9376255,42.17938109
actual,Submerged,161,actual,0,5.95,0,1.75,2,47,59,70,17,9,49.94775897,36.38321851
actual,Submerged,161,actual,0,5.95,0,1.75,2,48,59,69.5,17,9,49.83545024,37.18354875
actual,Submerged,165,actual,0,actual,0,1.75,2,46,59,70,17,9,50.46385616,36.24516717
actual,Submerged,165,actual,100,actual,0,1,1.5,55,40,53,45,23,49.14842791,41.23679888
actual,Submerged,165,actual,100,actual,0,0,1.5,55,23,60,100,33,44.20855855,39.05866415
actual,Submerged,165,actual,100,actual,0,0.5,1.5,55,31,55,69,24,46.36560402,40.38542323
actual,Submerged,165,actual,100,actual,0,1,1.5,55,40,53,45,23,49.14842791,41.23679888
actual,Submerged,165,actual,100,actual,0,1.5,1.5,55,53,53,25,23,48.78550351,41.46417347
actual,Submerged,165,actual,100,actual,0,2,1.5,55,67,54,9,25,46.34965955,41.00406875
actual,Submerged,165,actual,100,actual,0,2.5,1.5,55,77,55,0,26,45.99082714,40.49497155
actual,Submerged,165,actual,100,actual,0,1.5,1,55,53,40,25,42,48.78550351,42.68646929
actual,Submerged,165,actual,100,actual,0,1.5,1.333333333,55,53,49,25,29,48.78550351,41.64961305
actual,Submerged,165,actual,100,actual,0,1.5,1.666666667,55,53,58,25,18,48.78550351,40.23901394
actual,Submerged,165,actual,100,actual,0,1.5,2,55,53,67,25,9,48.78550351,38.5295124
Submerged Batch Run v2,,,,,,,,,,,,,,,
actual,Submerged,165,actual,0,actual,0,0,0,46,22,24,125,163,50.46385616,30.77284431
actual,Submerged,165,actual,0,actual,0,0,0.5,46,22,31,125,106,50.46385616,39.98954546
actual,Submerged,165,actual,0,actual,0,0,1,46,22,42,125,65,50.46385616,41.11415313
actual,Submerged,165,actual,0,actual,0,0,1.5,46,22,57,125,35,50.46385616,38.91580479
actual,Submerged,165,actual,0,actual,0,0,2,46,22,77,125,12,50.46385616,34.60977683
actual,Submerged,165,actual,0,actual,0,0,2.5,46,22,90,125,0,50.46385616,32.41711692
actual,Submerged,165,actual,0,actual,0,0.5,0,46,29,23,81,125,50.46385616,31.08228591
actual,Submerged,165,actual,0,actual,0,0.5,0.5,46,29,30,81,81,50.46385616,40.35347591
actual,Submerged,165,actual,0,actual,0,0.5,1,46,29,40,81,50,50.46385616,41.6159812
actual,Submerged,165,actual,0,actual,0,0.5,1.5,46,29,54,81,26,50.46385616,39.50406747
actual,Submerged,165,actual,0,actual,0,0.5,2,46,29,69,81,9,50.46385616,36.72013849
actual,Submerged,165,actual,0,actual,0,0.5,2.5,46,29,79,81,0,50.46385616,34.82034177
actual,Submerged,165,actual,0,actual,0,1,0,46,38,23,50,119,52.92085845,31.369711
actual,Submerged,165,actual,0,actual,0,1,0.5,46,38,30,50,78,52.92085845,40.1634076
actual,Submerged,165,actual,0,actual,0,1,1,46,38,40,50,48,52.92085845,41.37542532
actual,Submerged,165,actual,0,actual,0,1,1.5,46,38,53,50,25,52.92085845,40.11481525
actual,Submerged,165,actual,0,actual,0,1,2,46,38,68,50,9,52.92085845,36.74441318
actual,Submerged,165,actual,0,actual,0,1,2.5,46,38,78,50,0,52.92085845,34.85756509
actual,Submerged,165,actual,0,actual,0,1.5,0,46,52,23,26,124,51.75782825,31.01880765
actual,Submerged,165,actual,0,actual,0,1.5,0.5,46,52,30,26,80,51.75782825,40.37796601
actual,Submerged,165,actual,0,actual,0,1.5,1,46,52,40,26,49,51.75782825,41.72885263
actual,Submerged,165,actual,0,actual,0,1.5,1.5,46,52,53,26,26,51.75782825,40.08087127
actual,Submerged,165,actual,0,actual,0,1.5,2,46,52,68,26,9,51.75782825,37.1086352
actual,Submerged,165,actual,0,actual,0,1.5,2.5,46,52,79,26,0,51.75782825,34.39869263
actual,Submerged,165,actual,0,actual,0,2,0,46,66,23,9,133,50.46385616,31.07340604
actual,Submerged,165,actual,0,actual,0,2,0.5,46,66,30,9,87,50.46385616,40.25204344
actual,Submerged,165,actual,0,actual,0,2,1,46,66,40,9,53,50.46385616,42.11126167
actual,Submerged,165,actual,0,actual,0,2,1.5,46,66,55,9,28,50.46385616,39.01064415
actual,Submerged,165,actual,0,actual,0,2,2,46,66,70,9,10,50.46385616,36.6616055
actual,Submerged,165,actual,0,actual,0,2,2.5,46,66,82,9,0,50.46385616,33.87541364
actual,Submerged,165,actual,0,actual,0,2.5,0,46,76,24,0,139,50.46385616,30.50854132
actual,Submerged,165,actual,0,actual,0,2.5,0.5,46,76,31,0,90,50.46385616,39.5814093
actual,Submerged,165,actual,0,actual,0,2.5,1,46,76,41,0,55,50.46385616,41.28922317
actual,Submerged,165,actual,0,actual,0,2.5,1.5,46,76,55,0,29,50.46385616,39.51073296
actual,Submerged,165,actual,0,actual,0,2.5,2,46,76,72,0,10,50.46385616,35.83807513
actual,Submerged,165,actual,0,actual,0,2.5,2.5,46,76,83,0,0,50.46385616,33.81768767
Submerged Timings,,,,,,,,,,,,,,,
actual,Submerged,115,actual,0,actual,0,2,1,71,104,63,14,86,32.51994667,26.63154419
actual,Submerged,115,actual,20,actual,0,2,1,73,104,63,15,82,32.04368343,26.87485826
actual,Submerged,115,actual,40,actual,0,2,1,76,105,63,14,79,31.54855537,27.1801801
actual,Submerged,115,actual,60,actual,0,2,1,79,105,64,14,77,31.08152263,26.86739068
actual,Submerged,115,actual,80,actual,0,2,1,81,106,64,15,75,30.70010678,26.93661426
actual,Submerged,115,actual,100,actual,0,2,1,84,107,64,15,73,30.27225961,26.9911794
actual,Submerged,125,actual,0,actual,0,2,1,64,93,56,13,76,36.06725474,30.0718259
actual,Submerged,125,actual,20,actual,0,2,1,66,94,57,13,72,35.45856173,29.91223616
actual,Submerged,125,actual,40,actual,0,2,1,69,93,57,13,70,34.95052811,30.02549241
actual,Submerged,125,actual,60,actual,0,2,1,71,94,57,13,68,34.48010394,30.20642594
actual,Submerged,125,actual,80,actual,0,2,1,74,95,58,13,65,34.08909767,29.90140819
actual,Submerged,125,actual,100,actual,0,2,1,76,96,58,13,65,33.64903926,29.84074334
actual,Submerged,135,actual,0,actual,0,2,1,58,84,51,12,69,39.65475413,33.05572525
actual,Submerged,135,actual,20,actual,0,2,1,61,85,52,11,65,38.94676138,32.75158871
actual,Submerged,135,actual,40,actual,0,2,1,63,84,52,12,63,38.41956461,32.9670594
actual,Submerged,135,actual,60,actual,0,2,1,65,85,52,12,61,37.9277602,33.04195195
actual,Submerged,135,actual,80,actual,0,2,1,67,86,52,12,59,37.51125338,33.18738599
actual,Submerged,135,actual,100,actual,0,2,1,69,87,53,12,58,36.99373944,32.71773258
actual,Submerged,145,actual,0,actual,0,2,1,54,78,47,10,62,43.20691524,35.83010425
actual,Submerged,145,actual,20,actual,0,2,1,56,78,47,10,59,42.44863169,36.22301506
actual,Submerged,145,actual,40,actual,0,2,1,58,78,48,10,57,41.85827842,35.73248807
actual,Submerged,145,actual,60,actual,0,2,1,60,77,48,11,55,41.35665222,35.96528788
actual,Submerged,145,actual,80,actual,0,2,1,62,78,48,11,53,40.83347626,36.13907899
actual,Submerged,145,actual,100,actual,0,2,1,64,78,48,11,53,40.40975113,36.0848912
actual,Submerged,155,actual,0,actual,0,2,1,50,71,44,10,56,46.7943545,38.46541885
actual,Submerged,155,actual,20,actual,0,2,1,52,72,44,9,54,45.92774034,38.7008501
actual,Submerged,155,actual,40,actual,0,2,1,53,72,44,10,52,45.39379143,38.92227162
actual,Submerged,155,actual,60,actual,0,2,1,55,72,44,10,50,44.73255618,39.27900617
actual,Submerged,155,actual,80,actual,0,2,1,57,72,45,10,49,44.19416224,38.64065103
actual,Submerged,155,actual,100,actual,0,2,1,59,72,45,10,48,43.80562215,38.76086395
actual,Submerged,165,actual,0,actual,0,2,1,46,66,40,9,53,50.46385616,42.11126167
actual,Submerged,165,actual,20,actual,0,2,1,48,66,41,9,50,49.40927743,41.5863005
actual,Submerged,165,actual,40,actual,0,2,1,50,66,41,9,48,48.72899966,41.76712297
actual,Submerged,165,actual,60,actual,0,2,1,51,66,41,10,46,48.18331312,42.21182947
actual,Submerged,165,actual,80,actual,0,2,1,53,67,41,9,45,47.6401292,42.31909382
actual,Submerged,165,actual,100,actual,0,2,1,55,67,41,9,45,47.03639636,41.98757451
Massive Dry Run Data Run,,,,,,,,,,,,,,,
actual,Dry,50,actual,0,5.95,0,1.75,2,162,117,93,38,14,32.08996167,31.37733991
actual,Dry,50,actual,20,5.95,0,1.75,2,173,126,101,42,15,29.60564988,28.86135186
actual,Dry,50,actual,40,5.95,0,1.75,2,184,135,108,46,17,27.47905098,26.69456546
actual,Dry,50,actual,60,5.95,0,1.75,2,195,146,116,49,18,25.49150581,24.66448062
actual,Dry,50,actual,80,5.95,0,1.75,2,207,156,125,52,19,23.67546669,22.79645793
actual,Dry,50,actual,100,5.95,0,1.75,2,218,167,134,56,20,22.07465948,21.14369856
actual,Dry,50,actual,200,5.95,0,1.75,2,276,227,187,77,28,15.56564944,0.095378259
actual,Dry,50,actual,400,5.95,0,1.75,2,412,440,0,142,-994,5.908200257,0.063585506
actual,Dry,50,actual,800,5.95,0,1.75,2,0,1000,1000,-1000,-1000,2.356059973,0.038151303
actual,Dry,50,actual,1000,5.95,0,1.75,2,0,1000,1000,-1000,-1000,1.792063794,0.031792753
actual,Dry,75,actual,0,5.95,0,1.75,2,95,64,51,21,8,57.98962921,57.44949908
actual,Dry,75,actual,20,5.95,0,1.75,2,101,69,55,22,8,54.46024613,53.92854303
actual,Dry,75,actual,40,5.95,0,1.75,2,107,73,58,23,9,51.30154736,50.77460245
actual,Dry,75,actual,60,5.95,0,1.75,2,112,77,62,25,9,48.55264925,48.02365435
actual,Dry,75,actual,80,5.95,0,1.75,2,118,81,65,26,10,46.14898818,45.61218365
actual,Dry,75,actual,100,5.95,0,1.75,2,123,85,68,28,10,43.93748115,43.39662736
actual,Dry,75,actual,200,5.95,0,1.75,2,149,106,84,35,13,35.4400154,34.83297726
actual,Dry,75,actual,400,5.95,0,1.75,2,199,149,119,50,18,24.91393774,24.10783812
actual,Dry,75,actual,800,5.95,0,1.75,2,303,258,217,88,33,13.2863199,0.085891028
actual,Dry,75,actual,1000,5.95,0,1.75,2,362,342,-866,115,47,8.681232787,0.071575856
actual,Dry,100,actual,0,5.95,0,1.75,2,67,45,36,14,5,83.14094701,82.60096444
actual,Dry,100,actual,20,5.95,0,1.75,2,71,48,38,15,5,78.4836395,77.97811042
actual,Dry,100,actual,40,5.95,0,1.75,2,75,50,40,16,6,74.52209452,74.03204438
actual,Dry,100,actual,60,5.95,0,1.75,2,79,53,42,16,6,70.8445275,70.37334862
actual,Dry,100,actual,80,5.95,0,1.75,2,82,55,44,18,7,67.69950306,67.23581177
actual,Dry,100,actual,100,5.95,0,1.75,2,86,58,46,18,7,64.82833525,64.36107423
actual,Dry,100,actual,200,5.95,0,1.75,2,102,70,55,23,8,53.73807941,53.28422173
actual,Dry,100,actual,400,5.95,0,1.75,2,133,93,74,30,11,40.31904682,39.79903825
actual,Dry,100,actual,800,5.95,0,1.75,2,190,140,112,47,17,26.51934882,25.77580902
actual,Dry,100,actual,1000,5.95,0,1.75,2,218,166,134,56,20,22.15060517,21.26112571
actual,Dry,115,actual,0,5.95,0,1.75,2,57,38,30,12,4,98.17359871,97.61101747
actual,Dry,115,actual,20,5.95,0,1.75,2,60,40,32,13,5,92.78598825,92.27269677
actual,Dry,115,actual,40,5.95,0,1.75,2,63,42,34,14,5,88.241354,87.73399667
actual,Dry,115,actual,60,5.95,0,1.75,2,66,44,35,15,5,84.17242297,83.70534405
actual,Dry,115,actual,80,5.95,0,1.75,2,69,46,37,15,6,80.38528515,79.94023692
actual,Dry,115,actual,100,5.95,0,1.75,2,72,48,38,16,6,77.18773533,76.75146479
actual,Dry,115,actual,200,5.95,0,1.75,2,86,58,47,19,6,64.46957181,64.04651816
actual,Dry,115,actual,400,5.95,0,1.75,2,111,76,60,25,9,49.36110797,48.91262299
actual,Dry,115,actual,800,5.95,0,1.75,2,155,111,88,37,14,33.74642417,33.15404132
actual,Dry,115,actual,1000,5.95,0,1.75,2,177,129,103,43,15,28.93752613,28.25405216
actual,Dry,125,actual,0,5.95,0,1.75,2,52,34,27,11,4,108.1293027,107.5514463
actual,Dry,125,actual,20,5.95,0,1.75,2,55,36,29,11,5,102.3255344,101.7769392
actual,Dry,125,actual,40,5.95,0,1.75,2,58,38,31,12,4,97.29705254,96.7993097
actual,Dry,125,actual,60,5.95,0,1.75,2,60,40,32,13,5,92.98831047,92.50106074
actual,Dry,125,actual,80,5.95,0,1.75,2,63,42,33,13,5,88.91264549,88.46100937
actual,Dry,125,actual,100,5.95,0,1.75,2,66,44,35,13,5,85.32487988,84.89135542
actual,Dry,125,actual,200,5.95,0,1.75,2,78,52,41,17,6,71.6464037,71.24816845
actual,Dry,125,actual,400,5.95,0,1.75,2,100,67,54,22,8,55.25636454,54.84537131
actual,Dry,125,actual,800,5.95,0,1.75,2,139,97,77,32,12,38.49589627,37.97353692
actual,Dry,125,actual,1000,5.95,0,1.75,2,157,113,89,37,13,33.33245378,32.73870306
actual,Dry,135,actual,0,5.95,0,1.75,2,47,31,25,10,4,117.9798003,117.3682922
actual,Dry,135,actual,20,5.95,0,1.75,2,50,33,27,11,3,111.8431396,111.3007092
actual,Dry,135,actual,40,5.95,0,1.75,2,53,34,27,11,5,106.4647067,105.9526748
actual,Dry,135,actual,60,5.95,0,1.75,2,55,36,30,12,4,101.591519,101.1213578
actual,Dry,135,actual,80,5.95,0,1.75,2,58,38,31,12,4,97.38464577,96.93043462
actual,Dry,135,actual,100,5.95,0,1.75,2,60,39,32,13,5,93.4536834,93.01513658
actual,Dry,135,actual,200,5.95,0,1.75,2,71,47,38,15,6,78.74454083,78.35687972
actual,Dry,135,actual,400,5.95,0,1.75,2,91,62,49,19,7,61.11368904,60.72212079
actual,Dry,135,actual,800,5.95,0,1.75,2,125,87,69,29,10,43.16663138,42.69241816
actual,Dry,135,actual,1000,5.95,0,1.75,2,141,100,79,33,12,37.64426883,37.11168353
actual,Dry,145,actual,0,5.95,0,1.75,2,44,29,23,9,3,127.9972211,127.3709389
actual,Dry,145,actual,20,5.95,0,1.75,2,46,30,24,10,4,121.4308465,120.8632663
actual,Dry,145,actual,40,5.95,0,1.75,2,49,32,26,10,3,115.4334407,114.9117899
actual,Dry,145,actual,60,5.95,0,1.75,2,51,34,27,10,4,110.2280407,109.7410022
actual,Dry,145,actual,80,5.95,0,1.75,2,53,35,28,11,4,105.7435997,105.2824847
actual,Dry,145,actual,100,5.95,0,1.75,2,55,36,30,12,4,101.6262677,101.187194
actual,Dry,145,actual,200,5.95,0,1.75,2,65,43,35,14,5,85.76167092,85.37881603
actual,Dry,145,actual,400,5.95,0,1.75,2,83,56,45,18,6,66.88409982,66.5162049
actual,Dry,145,actual,800,5.95,0,1.75,2,114,78,62,26,10,47.77214569,47.33948724
actual,Dry,145,actual,1000,5.95,0,1.75,2,128,90,71,30,10,41.90950535,41.42822015
actual,Dry,155,actual,0,5.95,0,1.75,2,41,27,21,8,3,137.8698461,137.2033494
actual,Dry,155,actual,20,5.95,0,1.75,2,43,28,23,9,3,130.9332217,130.3454048
actual,Dry,155,actual,40,5.95,0,1.75,2,45,30,24,9,3,124.4744311,123.935259
actual,Dry,155,actual,60,5.95,0,1.75,2,47,31,25,10,3,118.9848434,118.4819116
actual,Dry,155,actual,80,5.95,0,1.75,2,49,33,26,10,3,114.0685092,113.5939302
actual,Dry,155,actual,100,5.95,0,1.75,2,51,33,28,11,4,109.6717686,109.197423
actual,Dry,155,actual,200,5.95,0,1.75,2,60,40,32,13,5,92.99083572,92.60576598
actual,Dry,155,actual,400,5.95,0,1.75,2,77,51,41,16,6,72.7192556,72.36739454
actual,Dry,155,actual,800,5.95,0,1.75,2,105,72,57,23,8,52.31843359,51.91718563
actual,Dry,155,actual,1000,5.95,0,1.75,2,118,82,65,26,9,46.09696188,45.65348806
actual,Dry,165,actual,0,5.95,0,1.75,2,38,24,20,8,3,147.6966706,147.0130651
actual,Dry,165,actual,20,5.95,0,1.75,2,40,26,22,8,3,140.0964617,139.4824509
actual,Dry,165,actual,40,5.95,0,1.75,2,42,27,23,9,3,133.6696571,133.0814362
actual,Dry,165,actual,60,5.95,0,1.75,2,44,29,23,9,3,127.8282352,127.312379
actual,Dry,165,actual,80,5.95,0,1.75,2,46,30,24,9,4,122.5852555,122.0989977
actual,Dry,165,actual,100,5.95,0,1.75,2,48,32,26,9,3,117.7965098,117.3148577
actual,Dry,165,actual,200,5.95,0,1.75,2,56,37,30,12,4,99.91965899,99.54054253
actual,Dry,165,actual,400,5.95,0,1.75,2,71,48,38,15,5,78.52522998,78.18546399
actual,Dry,165,actual,800,5.95,0,1.75,2,97,66,52,21,8,56.90997693,56.5320881
actual,Dry,165,actual,1000,5.95,0,1.75,2,109,74,59,24,9,50.34613602,49.93692055
actual,Dry,200,actual,0,5.95,0,1.75,2,30,20,16,7,2,182.2300454,181.4293452
actual,Dry,200,actual,20,5.95,0,1.75,2,32,21,17,7,2,173.1363694,172.4355438
actual,Dry,200,actual,40,5.95,0,1.75,2,34,22,18,7,2,165.1496707,164.5048998
actual,Dry,200,actual,60,5.95,0,1.75,2,35,23,19,8,2,158.1025121,157.5203208
actual,Dry,200,actual,80,5.95,0,1.75,2,37,24,20,7,3,151.8295254,151.2970107
actual,Dry,200,actual,100,5.95,0,1.75,2,38,25,20,8,3,146.2153701,145.7083154
actual,Dry,200,actual,200,5.95,0,1.75,2,45,30,24,9,3,124.5934096,124.2073905
actual,Dry,200,actual,400,5.95,0,1.75,2,57,37,30,12,5,98.83381805,98.51931113
actual,Dry,200,actual,800,5.95,0,1.75,2,77,51,41,16,6,72.8047106,72.48838984
actual,Dry,200,actual,1000,5.95,0,1.75,2,86,58,46,18,6,64.87530731,64.54210433
actual,Dry,300,actual,0,5.95,0,1.75,2,19,13,11,4,2,277.4560875,276.3539709
actual,Dry,300,actual,20,5.95,0,1.75,2,20,14,11,5,1,263.6583534,262.639166
actual,Dry,300,actual,40,5.95,0,1.75,2,21,14,12,5,2,252.2714345,251.4033931
actual,Dry,300,actual,60,5.95,0,1.75,2,22,15,12,5,2,242.1679567,241.3804281
actual,Dry,300,actual,80,5.95,0,1.75,2,23,16,12,5,2,232.9140474,232.1933038
actual,Dry,300,actual,100,5.95,0,1.75,2,24,17,14,5,1,224.5243271,223.8878101
actual,Dry,300,actual,200,5.95,0,1.75,2,29,18,15,6,3,192.7403099,192.2794872
actual,Dry,300,actual,400,5.95,0,1.75,2,36,24,19,7,3,155.2075107,154.8920971
actual,Dry,300,actual,800,5.95,0,1.75,2,48,31,25,10,4,116.8747074,116.6209485
actual,Dry,300,actual,1000,5.95,0,1.75,2,53,35,28,11,4,105.4375383,105.1857831
actual,Dry,500,actual,0,5.95,0,1.75,2,12,9,7,2,1,423.5508415,421.8999944
actual,Dry,500,actual,20,5.95,0,1.75,2,12,9,7,3,1,403.8702642,402.3830524
actual,Dry,500,actual,40,5.95,0,1.75,2,13,9,8,3,1,387.0530084,385.6958505
actual,Dry,500,actual,60,5.95,0,1.75,2,14,9,8,3,2,368.4231764,367.278855
actual,Dry,500,actual,80,5.95,0,1.75,2,14,10,8,3,2,357.4953465,356.4878104
actual,Dry,500,actual,100,5.95,0,1.75,2,15,10,8,3,2,345.0841775,344.1377818
actual,Dry,500,actual,200,5.95,0,1.75,2,17,12,10,4,2,298.0446271,297.2243954
actual,Dry,500,actual,400,5.95,0,1.75,2,22,15,12,4,2,243.1387395,242.748572
actual,Dry,500,actual,800,5.95,0,1.75,2,29,19,15,6,3,186.1915057,185.9383398
actual,Dry,500,actual,1000,5.95,0,1.75,2,32,22,18,6,2,169.7039467,169.487951
Submerged Timings v2 with Payload Release,,,,,,,,,,,,,,,
actual,Submerged,165,actual,0,actual,0,2,1,46,66,40,9,53,50.46385616,42.30826634
actual,Submerged,165,actual,20,actual,0,2,1,48,66,41,9,50,49.40927743,41.8335566
actual,Submerged,165,actual,40,actual,0,2,1,50,66,41,9,48,48.72899966,42.042758
actual,Submerged,165,actual,60,actual,0,2,1,51,66,41,10,46,48.18331312,42.50426103
actual,Submerged,165,actual,80,actual,0,2,1,53,67,41,9,45,47.6401292,42.61374714
actual,Submerged,165,actual,100,actual,0,2,1,55,67,41,9,45,47.03639636,42.27207372
actual,Submerged,155,actual,0,actual,0,2,1,50,71,44,10,56,46.7943545,38.56570744
actual,Submerged,155,actual,20,actual,0,2,1,52,72,44,9,54,45.92774034,38.86168976
actual,Submerged,155,actual,40,actual,0,2,1,53,72,44,10,52,45.39379143,39.11445182
actual,Submerged,155,actual,60,actual,0,2,1,55,72,44,10,50,44.73255618,39.48902892
actual,Submerged,155,actual,80,actual,0,2,1,57,72,45,10,49,44.19416224,38.84565192
actual,Submerged,155,actual,100,actual,0,2,1,59,72,45,10,48,43.80562215,38.96663519
actual,Submerged,145,actual,0,actual,0,2,1,54,78,47,10,62,43.20691524,35.81654682
actual,Submerged,145,actual,20,actual,0,2,1,56,78,47,10,59,42.44863169,36.27754473
actual,Submerged,145,actual,40,actual,0,2,1,58,78,48,10,57,41.85827842,35.85085101
actual,Submerged,145,actual,60,actual,0,2,1,60,77,48,11,55,41.35665222,36.10111627
actual,Submerged,145,actual,80,actual,0,2,1,62,78,48,11,53,40.83347626,36.25714791
actual,Submerged,145,actual,100,actual,0,2,1,64,78,48,11,53,40.40975113,36.20642678
actual,Submerged,135,actual,0,actual,0,2,1,58,84,51,12,69,39.65475413,32.99353504
actual,Submerged,135,actual,20,actual,0,2,1,61,85,52,11,65,38.94676138,32.75001888
actual,Submerged,135,actual,40,actual,0,2,1,63,84,52,12,63,38.41956461,33.00064383
actual,Submerged,135,actual,60,actual,0,2,1,65,85,52,12,61,37.9277602,33.09534176
actual,Submerged,135,actual,80,actual,0,2,1,67,86,52,12,59,37.51125338,33.25268036
actual,Submerged,135,actual,100,actual,0,2,1,69,87,53,12,58,36.99373944,32.78443147
actual,Submerged,125,actual,0,actual,0,2,1,64,93,56,13,76,36.06725474,29.94088944
actual,Submerged,125,actual,20,actual,0,2,1,66,94,57,13,72,35.45856173,29.84309199
actual,Submerged,125,actual,40,actual,0,2,1,69,93,57,13,70,34.95052811,29.99217475
actual,Submerged,125,actual,60,actual,0,2,1,71,94,57,13,68,34.48010394,30.19537344
actual,Submerged,125,actual,80,actual,0,2,1,74,95,58,13,65,34.08909767,29.90182385
actual,Submerged,125,actual,100,actual,0,2,1,76,96,58,13,65,33.64903926,29.84858961
actual,Submerged,115,actual,0,actual,0,2,1,71,104,63,14,86,32.51994667,26.45753162
actual,Submerged,115,actual,20,actual,0,2,1,73,104,63,15,82,32.04368343,26.75724971
actual,Submerged,115,actual,40,actual,0,2,1,76,105,63,14,79,31.54855537,27.09724281
actual,Submerged,115,actual,60,actual,0,2,1,79,105,64,14,77,31.08152263,26.80579795
actual,Submerged,115,actual,80,actual,0,2,1,81,106,64,15,75,30.70010678,26.88901411
actual,Submerged,115,actual,100,actual,0,2,1,84,107,64,15,73,30.27225961,26.95278152
actual,Submerged,165,actual,0,actual,0,2,1,47.75,66,40.75,9,51.5,50.12611638,41.89194415
Extended Submerged Data Run,,,,,,,,,,,,,,,
actual,Submerged,50,actual,0,actual,0,2,1,210.0,458.0,0,52.0,-720.0,10.014178582805542,0.3633457472867346
actual,Submerged,50,actual,20,actual,0,2,1,220.0,464.0,0,54.0,-738.0,9.505205093298867,0.33175046491397514
actual,Submerged,50,actual,40,actual,0,2,1,230.0,474.0,0,56.0,-760.0,9.048116478718775,0.3052104277208571
actual,Submerged,50,actual,60,actual,0,2,1,242.0,490.0,0,56.0,-788.0,8.614286753339565,0.28260224788968247
actual,Submerged,50,actual,80,actual,0,2,1,252.0,504.0,0,60.0,-816.0,8.210360051182532,0.26311243769039405
actual,Submerged,50,actual,100,actual,0,2,1,264.0,524.0,0,60.0,-848.0,7.843250077236196,0.2461374417103686
actual,Submerged,50,actual,200,actual,0,2,1,324.0,-398.0,1000,74.0,-1000,6.304294259438817,0.186103919341986
actual,Submerged,50,actual,400,actual,0,2,1,472.0,-600.0,1000,128.0,-1000,4.281275746555331,0.12508624086920372
actual,Submerged,50,actual,800,actual,0,2,1,0,1000,1000,-1000,-1000,2.279676571431609,0.07554713557446958
actual,Submerged,50,actual,1000,actual,0,2,1,0,1000,1000,-1000,-1000,1.7610842242830314,0.06306000572744981
actual,Submerged,75,actual,0,actual,0,2,1,118.0,194.0,110.0,26.0,188.0,18.560404472166493,14.412436300077905
actual,Submerged,75,actual,20,actual,0,2,1,122.0,196.0,112.0,26.0,180.0,17.915018427527297,14.392366151805437
actual,Submerged,75,actual,40,actual,0,2,1,128.0,198.0,114.0,26.0,170.0,17.55186890730266,14.37690433451795
