160,1,1,500,16.63988472
160,1,1.071428571,500,16.86940543
160,1,1.142857143,500,16.86940543
160,1,1.214285714,500,16.93843439
160,1,1.285714286,500,17.08005822
160,1,1.357142857,500,17.05539889
160,1,1.428571429,500,17.05539889
160,1,1.5,500,17.09479737
160,1.071428571,1,500,16.54431596
160,1.071428571,1.071428571,500,16.75398765
160,1.071428571,1.142857143,500,17.0516617
160,1.071428571,1.214285714,500,17.07037476
160,1.071428571,1.285714286,500,17.07037476
160,1.071428571,1.357142857,500,17.07976829
160,1.071428571,1.428571429,500,17.20040376
160,1.071428571,1.5,500,17.14689851
160,1.142857143,1,500,16.87951414
160,1.142857143,1.071428571,500,16.98091958
160,1.142857143,1.142857143,500,16.98091958
160,1.142857143,1.214285714,500,17.16643843
160,1.142857143,1.285714286,500,17.19557309
160,1.142857143,1.357142857,500,17.38426913
160,1.142857143,1.428571429,500,17.38426913
160,1.142857143,1.5,500,17.33137099
160,1.214285714,1,500,16.64150981
160,1.214285714,1.071428571,500,16.75129864
160,1.214285714,1.142857143,500,17.0643088
160,1.214285714,1.214285714,500,17.23717447
160,1.214285714,1.285714286,500,17.25625101
160,1.214285714,1.357142857,500,17.25625101
160,1.214285714,1.428571429,500,17.23070186
160,1.214285714,1.5,500,17.17333254
160,1.285714286,1,500,16.8926694
160,1.285714286,1.071428571,500,16.99433637
160,1.285714286,1.142857143,500,16.99433637
160,1.285714286,1.214285714,500,17.1802139
160,1.285714286,1.285714286,500,17.2088306
160,1.285714286,1.357142857,500,17.39727484
160,1.285714286,1.428571429,500,17.39727484
160,1.285714286,1.5,500,17.35833156
160,1.357142857,1,500,16.7915486
160,1.357142857,1.071428571,500,16.88615051
160,1.357142857,1.142857143,500,17.08850375
160,1.357142857,1.214285714,500,17.08850375
160,1.357142857,1.285714286,500,17.19673715
160,1.357142857,1.357142857,500,17.33247529
160,1.357142857,1.428571429,500,17.29119633
160,1.357142857,1.5,500,17.29119633
160,1.428571429,1,500,16.68762501
160,1.428571429,1.071428571,500,16.79932382
160,1.428571429,1.142857143,500,17.07859467
160,1.428571429,1.214285714,500,17.11400524
160,1.428571429,1.285714286,500,17.11400524
160,1.428571429,1.357142857,500,17.24218791
160,1.428571429,1.428571429,500,17.23101171
160,1.428571429,1.5,500,17.16980983
160,1.5,1,500,16.61996849
160,1.5,1.071428571,500,16.61996849
160,1.5,1.142857143,500,16.92682638
160,1.5,1.214285714,500,16.96088788
160,1.5,1.285714286,500,16.98271221
160,1.5,1.357142857,500,16.98271221
160,1.5,1.428571429,500,17.08762001
160,1.5,1.5,500,17.04632272
